"PREC"	"EVAP"	"XAJ_test.Qsim...runif.1..0.8..1.2."
1.202	3.925	1.278
2.815	3.9	1.07
5.081	2.897	1.241
3.313	4.027	1.45
3.674	3.322	1.595
3.536	4.019	1.592
1.236	3.92	1.507
0.927	3.233	1.272
3.691	3.162	1.086
7.485	2.632	1.482
1.871	3.426	1.837
0.017	4.964	1.781
1.099	4.273	1.376
1.425	2.977	1.029
2.3	4.026	0.87
0.979	4.148	0.844
2.06	3.707	0.803
12.326	3.309	1.548
1.648	4.011	2.306
1.974	3.6	2.393
4.669	3.752	2.107
3.554	3.038	1.936
1.442	4.248	1.766
4.086	3.387	1.598
0.567	4.222	1.46
2.918	3.495	1.255
9.39	3.867	1.626
22.969	3.688	4.041
5.94	2.784	7.07
5.098	2.857	7.936
12.72	2.529	8.59
18.763	3.449	11.403
1.888	4.043	12.771
1.562	3.73	11.391
6.472	3.515	9.386
4.034	3.553	7.652
2.97	2.233	6.488
4.978	2.852	5.971
2.146	3.724	5.3
8.652	3.602	5.871
1.717	2.722	5.835
0.309	3.464	5.221
3.09	3.305	4.309
1.202	2.703	3.618
7.038	3.083	4.12
3.107	3.222	4.302
1.562	3.547	4.088
7.639	3.37	4.696
3.365	3.62	4.779
1.665	3.379	4.452
1.339	3.306	3.814
7.811	3.049	4.42
3.708	3.698	4.707
0.961	3.438	4.491
5.27	3.446	4.432
2.489	3.247	4.097
14.506	2.704	6.998
0.481	3.012	8.419
0.309	2.912	7.92
1.013	2.816	6.331
0.704	3.674	4.883
0.567	3.295	3.872
15.45	2.615	6.716
1.579	2.636	8.443
8.875	3.095	10.124
1.03	2.863	9.636
1.064	2.039	8.15
0.412	3.267	6.478
1.064	3.447	5.135
9.27	2.677	6.34
1.906	2.425	6.749
4.704	2.677	7.105
3.897	2.695	7.005
4.738	2.333	7.224
0.412	2.651	6.656
0.258	3.512	5.693
0.927	2.8	4.698
0.875	2.952	3.945
4.566	3.476	3.869
5.425	3.404	4.51
0.979	3.49	4.6
0	2.741	4.184
4.257	3.077	3.974
0.172	3.019	3.672
0.412	3.097	3.26
0.567	2.68	2.809
0.395	2.044	2.445
6.935	2.583	3.387
0.412	2.764	3.777
0.206	2.412	3.598
2.249	3.01	3.1
5.202	2.852	3.397
2.712	2.318	3.629
3.914	2.171	4.02
1.785	2.242	3.868
0.395	2.629	3.451
0.034	2.616	2.897
4.36	2.176	2.998
0.532	1.529	2.955
3.948	1.959	3.29
4.463	2.086	3.909
1.682	2.354	3.947
2.661	1.7	3.9
2.3	2.25	3.592
0.515	1.877	3.187
0.772	2.263	2.725
0.841	1.947	2.319
1.391	2.429	2.033
3.519	1.845	2.323
0.069	2.294	2.376
0	2.422	2.17
4.618	1.068	2.724
7.141	1.822	4.269
4.652	2.019	5.615
1.425	2.219	5.661
0.755	1.688	4.914
0.206	1.885	3.958
5.545	1.972	4.143
0.464	1.654	4.037
0	2.393	3.631
0.017	2.417	3.027
0.258	1.757	2.489
0	2.075	2.101
11.673	1.76	4.269
5.699	1.707	6.663
0	2.499	7.16
0.12	1.712	6.181
0.086	2.383	4.815
0.841	1.692	3.734
4.292	1.809	3.726
0.086	1.588	3.591
0.172	1.818	3.229
7.794	1.524	4.362
10.626	1.548	7.301
2.009	1.16	8.845
4.618	1.236	9.397
0.515	2	8.289
0	1.755	6.748
0.069	1.442	5.317
0.549	1.815	4.252
3.056	2.027	3.905
0.206	1.254	3.614
0.189	1.306	3.239
0.052	1.692	2.809
0.532	1.476	2.436
0.017	1.708	2.163
0	1.386	1.937
0	1.613	1.739
0.137	1.109	1.578
0	1.503	1.454
0	1.597	1.346
0.034	1.543	1.251
0	1.669	1.169
0	1.827	1.097
0.275	1.323	1.037
0.326	1.331	1.001
0	1.616	0.973
0.755	0.972	0.935
0.034	1.285	0.921
0.395	1.272	0.886
0.275	1.279	0.849
0.086	1.403	0.811
0.91	1.734	0.775
0.017	1.283	0.774
0	1.887	0.738
0.069	1.283	0.676
0.086	1.144	0.623
1.081	1.71	0.602
0.446	1.418	0.641
0.086	1.013	0.653
0.017	1.338	0.609
0.206	1.073	0.548
0.154	0.97	0.508
0.052	1.821	0.481
0.223	0.963	0.457
3.142	1.384	0.782
0.086	1.514	0.981
0.052	1.063	0.97
1.408	1.023	0.914
0.79	0.92	0.861
1.94	1.117	0.981
0.532	1.401	1.007
0.052	1.079	0.929
0.326	1.047	0.779
0.017	1.149	0.647
0.275	1.488	0.547
1.785	1.104	0.625
0.017	1.254	0.689
0.206	1.218	0.656
0.069	0.977	0.567
0	1.38	0.478
0	1.207	0.405
0	1.615	0.352
0	1.42	0.315
0.137	0.962	0.291
0.275	1.25	0.283
0.223	1.374	0.288
0.618	0.977	0.296
0.841	1.329	0.325
0.258	1.407	0.36
0.034	1.03	0.348
0.034	1.428	0.296
0.326	1.059	0.249
1.013	1.585	0.246
1.459	1.287	0.344
0	1.547	0.423
0.841	1.105	0.405
0.292	1.341	0.372
0	1.434	0.327
0	1.611	0.261
0	1.685	0.203
0.086	1.122	0.165
0.017	1.399	0.147
0.034	1.593	0.137
0	1.146	0.128
0.052	1.289	0.12
0	1.259	0.114
0.052	1.345	0.109
0.481	1.344	0.113
2.644	0.801	0.397
0	1.044	0.577
0.017	1.691	0.57
0.326	1.42	0.452
0	1.623	0.351
0	1.479	0.273
0.017	1.273	0.214
0.429	1.044	0.182
0.841	1.216	0.195
0	1.801	0.233
0.464	1.748	0.227
2.163	1.226	0.354
0.172	1.856	0.46
0.858	1.482	0.462
2.901	1.977	0.573
0.017	1.557	0.667
5.425	1.825	1.096
4.446	1.122	1.81
6.026	1.503	2.738
0.893	1.498	2.954
1.7	1.701	2.624
7.759	1.334	3.061
8.017	1.654	4.3
3.502	1.087	5.259
2.867	1.278	5.329
2.266	1.069	4.83
0.12	0.902	3.97
0.103	1.232	3.092
0.532	1.602	2.378
0.069	1.454	1.894
0.172	1.728	1.555
1.064	1.153	1.325
0.395	1.106	1.202
0.086	1.955	1.09
0.584	1.802	0.961
0.017	1.686	0.862
1.116	1.362	0.78
0.086	1.989	0.751
1.476	1.689	0.716
1.94	1.363	0.848
0.687	1.816	0.924
0	2.378	0.881
5.545	2.055	1.354
2.712	1.678	1.866
0.584	1.892	1.978
0.532	1.986	1.728
0.223	2.328	1.375
0.069	2.235	1.072
0.017	2.671	0.848
0	2.42	0.693
1.648	2.16	0.613
1.785	2.023	0.667
2.386	2.037	0.843
2.541	2.189	1.039
0.618	2.104	1.101
1.871	2.287	1.012
1.545	1.999	0.929
1.356	1.572	0.875
0	2.41	0.8
0.034	1.894	0.648
0.772	1.709	0.503
0.189	2.793	0.44
6.386	2.165	1.024
1.768	1.62	1.528
1.013	2.14	1.635
0.893	2.465	1.421
0.172	2.304	1.135
2.043	2.702	0.9
0.172	2.746	0.812
12.6	2.752	2.118
5.27	2.203	3.686
1.339	2.947	4.103
0	2.791	3.506
1.682	2.91	2.61
0.584	2.362	1.962
0.034	2.174	1.528
0.395	2.898	1.201
0.034	2.555	0.977
0.292	2.727	0.817
0.515	3.33	0.715
2.644	2.722	0.709
2.678	3.095	0.84
0.069	2.942	0.959
0.704	2.769	0.875
0.034	3.635	0.721
1.236	3.328	0.589
0.086	3.521	0.542
0.841	3.581	0.496
6.128	2.872	0.916
6.043	2.881	1.76
4.549	2.813	2.489
0.309	2.916	2.559
5.802	2.761	2.577
2.523	2.764	2.435
0.052	3.608	2.179
0.961	3.473	1.728
0.326	3.973	1.329
0	4.167	1.033
6.97	3.758	1.264
0.292	3.233	1.564
0.567	3.226	1.542
3.244	3.433	1.32
0.069	3.636	1.207
1.596	3.452	1.047
2.644	3.671	0.947
7.811	2.702	1.578
21.578	2.836	4.552
0.378	2.981	7.166
0.292	3.475	7.057
1.888	3.502	5.342
4.858	2.967	4.209
2.85	2.729	3.563
14.214	2.369	5.46
4.137	2.779	7.059
1.03	3.547	6.941
4.051	3.252	5.961
0.275	3.291	4.8
1.099	3.524	3.777
1.648	2.771	3.016
7.158	3.179	3.484
0.944	4.092	3.652
1.391	3.371	3.387
0.395	4.527	2.866
2.146	4.566	2.364
0.086	4.412	2.043
0.24	5.242	1.748
1.202	4.15	1.493
4.91	2.541	1.808
13.424	2.659	4.005
0.979	3.785	5.318
4.944	3.65	5.528
1.854	3.016	4.793
1.631	3.126	3.897
0.618	4.177	3.107
3.725	3.304	2.635
9.493	3.054	3.634
0.154	3.941	4.126
1.82	3.6	3.838
3.382	3.562	3.238
3.983	3.643	2.926
0.824	4.065	2.694
2.009	3.63	2.358
7.948	4.148	2.795
5.098	4.442	3.298
4.618	3.317	3.703
4.395	4.103	3.689
2.627	4.658	3.377
10.248	4.178	4.147
2.901	4.029	4.448
0.79	4.685	4.148
0.12	3.867	3.365
19.604	3.378	5.622
16.463	3.035	10.616
3.639	3.872	13.313
3.777	3.168	12.493
2.197	2.902	9.844
1.562	3.426	7.372
2.163	3.382	5.603
3.142	3.951	4.505
3.622	3.859	3.907
5.802	4.077	4.099
1.288	3.914	4.019
2.85	2.69	3.729
1.322	3.115	3.294
1.768	3.506	2.862
0.498	3.738	2.496
2.592	3.469	2.186
6.54	3.549	2.818
6.729	3.98	3.91
3.605	3.887	4.269
3.605	3.631	4.126
2.85	3.636	3.675
5.459	3.322	3.797
0.961	3.323	3.614
4.618	3.562	3.537
4.944	3.745	3.682
2.987	3.495	3.59
6.18	2.955	4.194
9.957	3.24	6.075
0.893	2.989	6.662
7.09	2.925	7.352
4.584	3.355	7.361
3.966	3.17	7.004
6.352	3.268	7.252
1.476	3.249	6.721
9.133	3.612	7.764
1.305	4.078	7.708
0.154	4.198	6.831
0.326	3.851	5.56
0.292	3.048	4.451
0.567	4.032	3.654
3.862	4.095	3.188
4.566	3.805	3.361
3.656	3.201	3.638
9.03	3.651	5.292
2.97	2.78	5.95
1.682	3.531	5.619
4.892	3.228	5.387
1.442	3.204	4.83
1.27	3.003	4.181
1.339	3.452	3.543
0.841	3.522	3.029
0.532	3.945	2.62
1.888	3.604	2.305
4.875	2.817	2.745
6.729	3.116	3.983
6.163	2.94	5.392
8.704	2.738	7.43
0.893	3.423	7.714
3.416	3.217	6.973
0.446	3.716	5.785
1.167	3.873	4.66
0	3.131	3.788
0.137	3.513	3.12
0.549	2.506	2.632
3.416	3.21	2.453
1.288	2.732	2.422
3.485	2.929	2.538
4.395	2.206	3.102
0.223	3.027	3.18
3.622	2.052	3.296
3.845	2.255	3.544
3.382	2.746	3.688
2.3	2.926	3.508
0	3.446	3.131
1.013	2.846	2.62
0.807	2.439	2.2
4.755	3.146	2.366
1.494	2.503	2.464
0.807	2.449	2.371
2.918	2.758	2.206
0.017	3.106	2.04
0	3.043	1.78
0	2.511	1.485
5.802	2.208	2.055
6.506	2.16	3.389
0.206	2.927	3.882
2.541	2.588	3.626
1.373	2.534	3.093
7.725	2.062	3.871
4.36	2.735	4.601
0.36	2.122	4.551
1.665	2.035	3.898
0.669	2.19	3.179
0.446	1.711	2.591
2.627	2.498	2.24
0.206	3.014	2.049
0.086	2.115	1.822
1.476	2.365	1.578
0.549	2.604	1.443
1.339	2.572	1.344
4.584	2.112	1.817
4.343	2.513	2.492
0.549	1.942	2.681
1.305	1.605	2.429
0.704	2.205	2.045
0	2.594	1.695
0	2.749	1.387
1.425	2.289	1.17
1.596	2.068	1.114
2.249	2.085	1.204
1.339	1.896	1.266
0.669	2.275	1.234
1.236	1.799	1.12
1.03	1.691	1.025
0.275	1.486	0.946
2.317	1.525	1.016
0.189	1.848	1.042
0	1.656	0.961
0.275	2.044	0.811
0.91	1.575	0.703
1.837	1.768	0.724
1.133	1.988	0.797
0.309	1.492	0.815
0.721	1.676	0.743
0.36	1.83	0.664
1.253	1.579	0.605
0.498	1.455	0.601
0.206	1.82	0.575
1.253	1.778	0.528
1.562	1.966	0.547
2.163	1.441	0.747
10.369	1.529	2.363
2.043	1.139	3.549
0.086	1.598	3.589
0	1.849	2.874
0.721	1.861	2.102
0.069	1.931	1.582
0	1.988	1.241
0.24	1.427	1.007
0.258	1.641	0.858
0	1.821	0.758
4.446	1.924	1.12
3.45	1.298	1.764
0.601	1.474	1.985
0	1.443	1.797
0.223	1.475	1.424
1.185	1.431	1.12
0.137	1.355	0.965
0.755	1.039	0.847
0.086	1.204	0.759
0.944	1.302	0.678
0	1.562	0.635
0.223	1.638	0.57
0	1.377	0.5
2.197	1.475	0.581
1.219	0.861	0.752
0.429	1.15	0.813
0.017	1.178	0.743
0	1.647	0.607
0	1.684	0.482
0	1.508	0.394
0	1.424	0.339
0.086	1.384	0.305
0.137	1.663	0.287
0.017	0.971	0.276
0.79	1.361	0.273
0.086	1.456	0.302
0	1.396	0.299
0.12	1.523	0.266
0.687	1.037	0.246
0.24	1.283	0.266
0	0.739	0.269
1.099	1.418	0.255
0.172	1.451	0.286
0.12	1.288	0.285
0.069	1.414	0.248
0.034	1.136	0.207
0	1.161	0.173
0.343	1.341	0.154
0.979	0.979	0.182
0.154	1.189	0.238
0.378	1.397	0.248
3.296	1.15	0.538
1.665	1.205	0.832
1.047	1.096	0.942
0.103	1.528	0.859
0.069	1.088	0.671
0.567	1.186	0.496
2.85	0.595	0.706
0.017	1.635	0.828
0	1.408	0.774
0	1.557	0.606
0.017	1.358	0.452
0.326	1.093	0.353
0.326	1.173	0.312
0.017	1.189	0.293
0	1.854	0.259
0.017	1.157	0.219
0	1.25	0.186
0	0.84	0.162
0.275	1.466	0.149
0.069	1.078	0.154
0.36	0.945	0.157
0.498	1.275	0.172
2.867	1.033	0.438
0.103	1.435	0.613
0.498	1.113	0.611
2.335	1.336	0.66
0.36	1.621	0.688
2.352	1.116	0.805
0	1.361	0.813
0	1.355	0.695
0.069	1.578	0.52
0.086	1.113	0.383
1.511	0.847	0.396
0.446	1.564	0.442
0	1.861	0.441
0.017	1.542	0.368
0.017	1.006	0.283
0.052	1.031	0.222
0.824	1.899	0.197
0.549	1.653	0.229
0	1.529	0.254
7.364	1.34	0.971
4.618	1.332	1.986
0	1.625	2.341
0	1.578	2.019
3.262	1.216	1.762
0.996	1.294	1.554
1.373	1.032	1.424
0.069	1.605	1.227
0.052	1.916	0.981
0.017	1.652	0.753
0.086	1.36	0.585
0.258	1.933	0.48
0.137	1.639	0.423
0	1.782	0.379
0	1.964	0.332
0.017	1.491	0.289
0	1.876	0.255
0	2.778	0.229
0.172	2.064	0.211
0.944	1.896	0.22
6.455	1.555	0.856
0.052	1.651	1.316
0.052	1.095	1.322
0	1.77	1.021
0	1.946	0.722
0.343	1.499	0.524
0.24	2.023	0.428
1.459	2.133	0.398
4.206	2.057	0.718
0.721	1.57	0.973
1.047	2.158	0.989
1.047	1.415	0.86
0.652	2.449	0.727
0.154	1.717	0.602
0.137	1.712	0.474
4.978	1.849	0.75
0.464	1.661	1.009
0	2.422	1.016
0	2.491	0.801
3.588	2.626	0.737
1.099	2.014	0.819
4.48	2.445	1.106
0.052	2.096	1.239
0.069	2.041	1.098
1.665	1.787	0.844
0.343	2.062	0.707
5.579	2.297	1
0.961	2.242	1.254
0.24	1.996	1.246
0.567	1.693	1.003
1.03	2.44	0.773
0.395	2.216	0.644
8.841	1.95	1.335
3.983	2.471	2.178
2.3	2.081	2.515
0.378	2.445	2.25
2.3	2.427	1.769
1.888	2.92	1.434
0.052	2.577	1.223
0.017	2.655	0.971
2.283	2.909	0.76
0.36	2.045	0.723
3.159	2.467	0.789
2.455	2.484	0.915
4.378	2.424	1.242
0.034	2.86	1.369
1.751	2.713	1.214
4.601	2.638	1.265
5.304	3.119	1.649
1.408	2.972	1.845
0.12	3.088	1.679
0	2.874	1.274
0.086	3.344	0.891
0	3.397	0.635
0	3.564	0.482
0.464	3.881	0.398
3.708	2.886	0.514
0.017	3.332	0.708
2.352	2.725	0.746
1.081	2.624	0.755
0	3.854	0.705
1.167	2.986	0.577
2.335	2.434	0.536
0.137	3.247	0.586
2.455	2.495	0.582
3.21	2.962	0.688
4.515	3.311	0.994
1.202	2.853	1.19
4.892	2.707	1.383
0.052	3.492	1.402
0.669	3.689	1.182
1.356	3.724	0.898
1.305	3.498	0.737
0.103	3.778	0.651
0	3.987	0.527
0.052	4.178	0.391
1.339	3.381	0.312
0	3.961	0.33
0.206	4.117	0.313
4.618	3.566	0.434
1.545	4.157	0.687
0.103	3.458	0.791
6.884	3.95	0.996
10.283	3.457	1.988
7.485	3.288	3.242
5.373	3.401	3.919
0	3.23	3.644
1.064	3.567	2.807
0.395	3.796	1.996
1.511	3.696	1.441
0.24	3.677	1.143
0.395	3.321	0.93
0.669	3.465	0.768
4.309	3.629	0.795
1.923	2.979	0.98
11.622	3.359	1.87
1.013	4.101	2.543
0.79	4.317	2.486
0	4.334	1.917
2.729	4.003	1.37
6.712	3.586	1.461
1.734	3.854	1.697
1.648	3.574	1.676
3.227	2.904	1.505
6.952	2.544	1.787
8.704	2.233	2.697
0.549	3.833	3.112
11.57	3.345	3.708
3.485	3.479	4.007
2.335	3.424	3.721
8.034	3.048	3.669
3.176	3.168	3.549
2.026	3.792	3.182
0.858	3.379	2.613
11.862	4.038	3.062
0.652	4.44	3.487
2.317	3.479	3.29
5.133	3.904	2.958
0.824	3.468	2.634
3.76	4.061	2.26
2.627	4.124	2.016
1.682	3.899	1.833
0	5.219	1.589
3.708	3.926	1.323
4.086	4.096	1.337
11.536	3.085	2.504
9.253	3.702	4.148
5.047	2.63	5.17
7.88	3.05	5.718
10.712	3.398	6.633
2.472	3.192	6.642
3.966	3.755	5.898
12.652	3.051	6.613
14.111	3.944	9.034
3.554	3.346	10.151
0.652	3.614	9.149
2.438	3.285	7.137
1.614	3.732	5.42
7.433	3.15	5.245
0.446	4.151	4.969
3.966	4.63	4.425
4.875	3.953	4.161
0.154	3.491	3.826
7.279	3.672	4.12
9.854	3.643	5.549
6.352	3.591	6.935
0.429	3.758	6.852
0.309	4.042	5.763
0.189	3.683	4.482
1.528	3.983	3.505
2.472	3.522	2.949
10.489	3.546	4.262
11.09	3.597	6.842
13.922	2.841	10.815
5.133	3.405	12.864
3.262	3.324	12.068
4.412	3.302	10.256
4.635	2.914	8.876
0.515	3.081	7.464
4.034	3.474	6.415
21.372	3.073	11.471
0.086	3.259	15.203
6.867	3.824	16.299
2.197	3.033	14.061
0.979	3.202	11.241
3.416	3.215	9.024
0.79	3.414	7.407
1.27	3.818	6.195
0.395	3.889	5.263
0	3.333	4.509
5.287	3.712	4.569
0.052	3.446	4.466
5.665	3.387	4.979
0.996	2.899	4.919
0.206	2.901	4.492
0.103	3.804	3.857
0.464	4.051	3.277
1.923	3.468	2.882
0.91	3.37	2.687
4.309	2.679	3.033
1.442	2.911	3.13
0.12	3.408	2.984
0.446	3.644	2.63
0.189	3.899	2.279
0.807	3.468	2.013
2.129	3.056	1.876
0.103	2.968	1.848
2.627	2.965	1.774
0.549	2.903	1.76
0.979	3.402	1.68
1.94	2.055	1.59
3.725	2.956	1.79
15.004	2.334	4.743
6.111	2.546	7.566
1.614	2.512	8.067
0.738	2.941	6.868
2.215	3.325	5.304
5.854	3.334	4.863
0.532	3.075	4.459
1.459	2.609	3.904
2.18	1.853	3.435
3.21	2.357	3.293
1.802	2.813	3.097
2.489	2.98	2.853
0.584	2.458	2.595
1.013	2.583	2.277
3.433	2.593	2.246
0.017	2.676	2.188
7.622	2.295	3.242
4.669	2.051	4.37
2.215	2.908	4.57
1.442	2.407	4.123
0	3.096	3.424
0	2.637	2.73
0.601	2.005	2.192
1.27	2.56	1.871
2.232	2.68	1.737
0.052	2.988	1.694
0.103	2.841	1.544
1.03	2.297	1.353
0.979	2.381	1.248
0.103	2.491	1.188
0.807	2.066	1.097
0	2.245	1.02
0.137	2.108	0.927
3.073	1.874	1.111
0.738	1.887	1.253
0.326	1.807	1.258
1.648	1.415	1.204
0.549	1.983	1.142
0.79	2.037	1.059
0.223	2.203	0.965
0.309	1.928	0.857
0.515	3.022	0.765
3.742	2.166	1.036
0.755	2.038	1.234
1.545	1.537	1.279
1.579	1.613	1.223
5.442	2.062	1.779
2.884	1.839	2.284
1.974	2.331	2.346
0	2.333	2.093
0.549	2.066	1.672
0.172	1.875	1.306
0.086	1.812	1.043
0.326	2.066	0.863
2.609	1.394	0.992
4.515	1.757	1.61
0	2.081	1.883
1.288	1.78	1.758
1.923	1.538	1.592
2.111	1.494	1.569
0.824	1.938	1.486
0	1.698	1.313
0.069	1.84	1.068
0	1.721	0.851
0.034	2.034	0.695
0.154	1.346	0.596
0	1.608	0.535
0	1.689	0.485
0	1.802	0.441
0.137	1.64	0.406
0	1.301	0.384
0	1.298	0.361
0.223	1.709	0.339
0.481	1.77	0.337
0.721	0.956	0.361
2.094	1.936	0.462
0.034	1.347	0.567
0.034	1.801	0.543
0.635	1.16	0.45
0.979	1.03	0.411
0.532	1.815	0.424
0	1.697	0.414
0.017	1.621	0.354
0.172	2.01	0.288
0.24	1.291	0.251
0.326	1.106	0.242
0	1.842	0.241
0	1.466	0.221
0.017	1.113	0.193
0	1.184	0.171
0.36	0.864	0.161
0	1.073	0.172
0.086	1.419	0.17
0.172	1.071	0.161
0.034	1.932	0.157
0.292	1.426	0.152
0	1.147	0.155
0.206	1.38	0.149
0.24	1.15	0.147
0.378	1.755	0.155
0	1.75	0.164
0.12	1.552	0.152
0.052	0.917	0.134
0.017	1.425	0.118
0	1.247	0.103
0.103	0.949	0.092
0.875	1.156	0.103
4.12	1.247	0.565
1.957	1.022	1.038
3.708	0.759	1.609
4.051	0.734	2.236
0.052	1.45	2.301
0.017	1.325	1.939
0	0.87	1.441
0	1.548	1.043
0	0.757	0.781
0.961	0.851	0.654
0.223	1.054	0.61
0	0.985	0.558
0.567	1.148	0.484
0	0.657	0.437
0.12	1.237	0.384
0	1.076	0.331
0	1.056	0.284
0	1.365	0.245
0	1.053	0.217
0.36	1.298	0.201
0	1.411	0.207
0	1.413	0.198
0.034	1.226	0.178
0	1.309	0.16
0.137	1.758	0.148
0.154	1.156	0.147
0	1.178	0.149
0.017	1.438	0.14
2.043	0.821	0.302
0.429	1.115	0.431
4.463	1.047	0.93
0.069	1.327	1.175
0.017	1.332	1.105
0.017	1.632	0.846
0	1.067	0.608
0.12	1.517	0.449
0.258	1.177	0.361
3.76	1.588	0.631
0.721	1.56	0.853
0.275	1.903	0.885
4.927	1.301	1.231
1.785	0.913	1.565
0.017	1.511	1.562
0.017	1.801	1.272
0.034	1.081	0.936
0.017	1.504	0.687
0.189	1.181	0.531
1.081	1.093	0.467
0.017	1.377	0.468
0	2.088	0.431
0.086	1.339	0.361
0	1.944	0.301
0.343	1.552	0.262
0	1.662	0.249
0	1.449	0.229
0.515	1.63	0.21
0.549	1.637	0.225
3.485	1.113	0.563
0	1.297	0.779
0	1.611	0.759
0.601	1.409	0.599
0	1.375	0.473
1.596	2.038	0.399
3.004	1.139	0.665
0.017	1.806	0.828
0.875	2.061	0.782
0.069	1.927	0.652
0.086	2.157	0.506
2.558	1.499	0.543
2.3	1.906	0.717
2.403	1.607	0.961
1.631	1.699	1.052
0.858	1.826	0.997
0	1.634	0.835
0.017	1.807	0.622
0	1.452	0.44
0.223	2.012	0.323
0.017	2.223	0.266
0	2.459	0.228
0	2.186	0.196
0.584	2.465	0.18
7.742	2.215	0.895
8.274	1.768	2.38
8.085	1.886	4.095
1.253	1.751	4.556
0.858	2.503	3.953
3.468	2.555	3.164
4.858	2.586	2.938
1.751	1.475	2.81
4.738	2.318	2.912
1.974	2.265	2.756
3.656	1.555	2.808
3.365	1.969	2.87
0.292	2.371	2.648
0.738	2.499	2.206
0.137	2.539	1.748
0	2.555	1.373
0.24	2.489	1.095
0.172	2.513	0.914
0.378	2.994	0.798
0.206	2.938	0.723
0.927	2.589	0.671
0	3.147	0.653
1.476	2.607	0.62
0.893	3.008	0.643
0.532	2.881	0.656
2.936	2.338	0.737
4.36	2.604	1.104
0.017	2.995	1.32
0.086	2.818	1.202
0	2.975	0.919
0	3.592	0.673
0	4.041	0.514
0	4.064	0.42
0.858	3.088	0.378
1.768	2.87	0.42
1.339	3.4	0.532
0.12	3.61	0.594
0.584	2.761	0.537
7.004	3.185	0.958
0.91	2.895	1.356
1.047	2.964	1.407
0.515	2.937	1.182
0.24	3.196	0.909
0.532	3.244	0.688
0.069	3.388	0.55
0.601	3.343	0.455
1.596	3.028	0.432
0	3.599	0.474
2.936	3.287	0.485
1.339	2.711	0.595
0.154	2.443	0.64
0.258	3.172	0.543
0.086	3.216	0.411
2.678	2.769	0.358
2.215	3.342	0.48
1.476	3.194	0.626
0.137	3.272	0.646
0.103	3.458	0.522
0.464	3.124	0.374
1.596	3.284	0.309
0.772	3.108	0.353
0.841	3.129	0.384
0	3.001	0.369
9.236	2.923	0.989
3.725	2.757	1.777
2.558	2.977	2.07
1.648	3.502	1.891
4.274	3.885	1.641
0.12	3.787	1.467
0	3.788	1.173
0.996	4.19	0.841
4.721	3.238	0.85
0.258	3.471	0.997
2.18	3.61	0.977
3.09	3.561	0.931
3.605	2.95	1.057
10.764	3.631	1.918
1.682	3.197	2.536
3.056	4.341	2.499
4.206	3.697	2.206
1.15	3.812	1.907
10.437	3.212	2.369
1.305	3.868	2.723
0.017	4.101	2.539
0.275	4.223	1.918
5.631	3.903	1.59
1.648	3.354	1.568
1.116	3.56	1.499
1.081	3.614	1.283
3.073	3.148	1.104
3.502	2.895	1.164
2.867	3.299	1.26
4.206	3.218	1.417
3.725	2.619	1.611
13.081	2.552	2.767
2.438	3.099	3.584
1.82	3.426	3.503
2.352	3.522	2.81
5.236	3.542	2.41
6.867	3.382	2.663
1.579	3.267	2.758
0.652	3.541	2.454
0	3.469	1.902
3.845	3.259	1.516
0.858	2.83	1.389
1.682	3.495	1.276
5.15	3.93	1.347
0.927	3.645	1.466
1.837	4.078	1.394
2.506	3.376	1.244
4.223	3.584	1.269
1.974	3.762	1.345
0.017	3.343	1.275
0.103	2.85	1.006
0.549	3.802	0.731
1.837	3.976	0.592
3.536	3.863	0.646
0.189	3.339	0.803
0.378	3.236	0.763
2.884	4.082	0.65
2.798	2.903	0.716
1.202	3.028	0.828
4.686	3.713	0.956
7.931	3.857	1.53
1.047	4.151	1.927
1.528	4.299	1.821
12.995	3.862	2.371
1.974	3.378	2.941
0.515	3.261	2.863
9.39	3.926	2.844
4.051	3.294	2.999
4.034	3.656	2.99
3.966	3.422	2.785
5.528	3.559	2.731
3.571	3.399	2.653
1.15	3.373	2.401
3.725	3.53	2.052
15.296	3.991	3.228
7.347	4.076	4.95
0.721	3.292	5.314
0.91	3.551	4.433
0.772	3.393	3.266
2.077	3.506	2.399
1.94	3.557	1.936
5.098	3.293	2.01
5.15	4.054	2.33
3.124	3.052	2.52
0.721	2.915	2.376
0.154	3.742	1.958
22.557	2.941	4.406
2.146	3.136	6.966
2.575	3.637	7.216
0.567	3.118	5.793
2.094	3.509	4.221
1.682	3.96	3.153
0.567	3.56	2.506
0.687	3.506	2.04
4.36	2.694	2.055
3.468	3.336	2.19
3.622	3.302	2.357
0.481	2.966	2.293
3.193	2.925	2.094
2.627	2.615	1.948
0.464	3.306	1.808
0.567	3.278	1.552
1.494	3.03	1.293
0.704	3.017	1.147
2.695	2.775	1.084
1.356	3.575	1.114
0.704	2.804	1.098
4.892	2.77	1.371
4.103	3.073	1.782
1.064	3.698	1.94
0.944	3.095	1.764
0.378	2.586	1.444
3.227	2.928	1.253
3.09	2.505	1.354
1.391	2.304	1.428
1.442	2.1	1.354
0.137	2.476	1.187
1.768	2.673	0.986
5.94	2.818	1.398
0.567	2.437	1.689
2.352	2.292	1.69
5.047	2.211	1.976
3.193	2.561	2.22
3.914	2.33	2.478
3.107	2.383	2.552
6.283	2.833	2.976
0.979	2.7	3
1.03	2.516	2.639
0.996	2.438	2.116
0.206	3.011	1.673
